flt_no,src,dst,sched_time,actual_time,status_cd,delay_mins,ac_reg,sector,ops_month,data_ver
6E6636,GOI,VNS,30/10/2025 14:15,30/10/2025 14:15,OK,0,VT-A050,GOI-VNS,OCT-2025,LEGACY_v1
6E3599,BOM,IXB,30/10/2025 01:15,30/10/2025 01:15,OK,0,VT-E041,BOM-IXB,OCT-2025,LEGACY_v1
6E9844,VNS,SXR,30/10/2025 01:15,N/A,CXL,,VT-D002,VNS-SXR,OCT-2025,LEGACY_v1
6E7220,BHO,PAT,30/10/2025 18:30,30/10/2025 18:57,DLY,27,VT-B016,BHO-PAT,OCT-2025,LEGACY_v1
6E2605,IXB,CCU,30/10/2025 08:45,30/10/2025 08:45,OK,0,VT-D022,IXB-CCU,OCT-2025,LEGACY_v1
6E9199,BHO,BLR,30/10/2025 07:30,30/10/2025 07:30,OK,0,VT-B011,BHO-BLR,OCT-2025,LEGACY_v1
6E5586,MAA,JAI,30/10/2025 18:15,30/10/2025 18:15,OK,0,VT-E040,MAA-JAI,OCT-2025,LEGACY_v1
6E9819,IXC,BOM,30/10/2025 03:30,30/10/2025 03:30,OK,0,VT-A043,IXC-BOM,OCT-2025,LEGACY_v1
6E9849,GOI,MAA,30/10/2025 07:30,30/10/2025 07:30,OK,0,VT-B017,GOI-MAA,OCT-2025,LEGACY_v1
6E7116,BHO,IXB,30/10/2025 01:00,N/A,CXL,,VT-D004,BHO-IXB,OCT-2025,LEGACY_v1
6E6436,MAA,COK,30/10/2025 23:15,30/10/2025 23:15,OK,0,VT-E039,MAA-COK,OCT-2025,LEGACY_v1
6E7423,DEL,BOM,30/10/2025 15:45,N/A,CXL,,VT-E032,DEL-BOM,OCT-2025,LEGACY_v1
6E1675,PAT,ATQ,30/10/2025 22:30,30/10/2025 22:30,OK,0,VT-E019,PAT-ATQ,OCT-2025,LEGACY_v1
6E2871,DEL,IXB,30/10/2025 03:15,N/A,CXL,,VT-B001,DEL-IXB,OCT-2025,LEGACY_v1
6E4644,PNQ,IXC,30/10/2025 17:45,30/10/2025 17:45,OK,0,VT-A026,PNQ-IXC,OCT-2025,LEGACY_v1
6E7205,PAT,VNS,30/10/2025 23:00,30/10/2025 23:00,OK,0,VT-B060,PAT-VNS,OCT-2025,LEGACY_v1
6E5871,CCU,SXR,30/10/2025 14:30,30/10/2025 14:30,OK,0,VT-E030,CCU-SXR,OCT-2025,LEGACY_v1
6E3421,VNS,MAA,30/10/2025 09:15,30/10/2025 09:15,OK,0,VT-E034,VNS-MAA,OCT-2025,LEGACY_v1
6E876,MAA,BHO,30/10/2025 00:15,N/A,DIV,,VT-E022,MAA-BHO,OCT-2025,LEGACY_v1
6E3176,AMD,CCU,30/10/2025 05:45,30/10/2025 05:45,OK,0,VT-E032,AMD-CCU,OCT-2025,LEGACY_v1
6E2011,SXR,AMD,30/10/2025 00:30,30/10/2025 00:30,OK,0,VT-B026,SXR-AMD,OCT-2025,LEGACY_v1
6E9708,IXB,CCU,30/10/2025 01:00,30/10/2025 01:00,OK,0,VT-E060,IXB-CCU,OCT-2025,LEGACY_v1
6E3074,AMD,BOM,30/10/2025 00:15,30/10/2025 00:15,OK,0,VT-B047,AMD-BOM,OCT-2025,LEGACY_v1
6E2604,SXR,BLR,30/10/2025 09:00,30/10/2025 09:00,OK,0,VT-B006,SXR-BLR,OCT-2025,LEGACY_v1
6E2862,BLR,BHO,30/10/2025 15:30,30/10/2025 15:30,OK,0,VT-A055,BLR-BHO,OCT-2025,LEGACY_v1
6E5016,SXR,COK,30/10/2025 18:30,30/10/2025 18:30,OK,0,VT-E031,SXR-COK,OCT-2025,LEGACY_v1
6E4219,DEL,BOM,30/10/2025 12:15,N/A,DIV,,VT-E011,DEL-BOM,OCT-2025,LEGACY_v1
6E7684,GAU,MAA,30/10/2025 19:00,30/10/2025 19:00,OK,0,VT-E060,GAU-MAA,OCT-2025,LEGACY_v1
6E754,ATQ,LKO,30/10/2025 05:00,30/10/2025 05:00,OK,0,VT-D053,ATQ-LKO,OCT-2025,LEGACY_v1
6E324,JAI,BHO,30/10/2025 02:00,30/10/2025 02:56,DLY,56,VT-C008,JAI-BHO,OCT-2025,LEGACY_v1
6E3195,PNQ,SXR,30/10/2025 16:00,30/10/2025 16:00,OK,0,VT-C001,PNQ-SXR,OCT-2025,LEGACY_v1
6E4955,BHO,IXC,31/10/2025 01:45,31/10/2025 01:45,OK,0,VT-B050,BHO-IXC,OCT-2025,LEGACY_v1
6E2650,GAU,BOM,31/10/2025 17:45,31/10/2025 17:45,OK,0,VT-E049,GAU-BOM,OCT-2025,LEGACY_v1
6E8426,HYD,GOI,31/10/2025 03:00,31/10/2025 03:00,OK,0,VT-B002,HYD-GOI,OCT-2025,LEGACY_v1
6E5100,JAI,AMD,31/10/2025 18:15,31/10/2025 18:15,OK,0,VT-D020,JAI-AMD,OCT-2025,LEGACY_v1
6E1010,HYD,AMD,31/10/2025 00:00,31/10/2025 00:00,OK,0,VT-E008,HYD-AMD,OCT-2025,LEGACY_v1
6E1533,VNS,BHO,31/10/2025 10:15,31/10/2025 10:15,OK,0,VT-D012,VNS-BHO,OCT-2025,LEGACY_v1
6E7731,PNQ,LKO,31/10/2025 19:00,31/10/2025 19:00,OK,0,VT-A004,PNQ-LKO,OCT-2025,LEGACY_v1
6E3565,BHO,HYD,31/10/2025 17:15,31/10/2025 19:38,DLY,143,VT-A043,BHO-HYD,OCT-2025,LEGACY_v1
6E2819,JAI,ATQ,31/10/2025 13:45,N/A,DIV,,VT-C046,JAI-ATQ,OCT-2025,LEGACY_v1
6E8520,BHO,BLR,31/10/2025 17:30,31/10/2025 17:30,OK,0,VT-D053,BHO-BLR,OCT-2025,LEGACY_v1
6E5771,MAA,BOM,31/10/2025 01:15,31/10/2025 02:19,DLY,64,VT-A011,MAA-BOM,OCT-2025,LEGACY_v1
6E4683,GAU,BLR,31/10/2025 21:00,N/A,DIV,,VT-A055,GAU-BLR,OCT-2025,LEGACY_v1
6E3652,PAT,IXB,31/10/2025 15:45,31/10/2025 15:45,OK,0,VT-E015,PAT-IXB,OCT-2025,LEGACY_v1
6E1655,LKO,GOI,31/10/2025 07:00,31/10/2025 08:30,DLY,90,VT-E026,LKO-GOI,OCT-2025,LEGACY_v1
6E4776,BLR,AMD,31/10/2025 03:00,31/10/2025 03:00,OK,0,VT-B002,BLR-AMD,OCT-2025,LEGACY_v1
6E8072,BOM,PNQ,31/10/2025 17:15,31/10/2025 17:15,OK,0,VT-B001,BOM-PNQ,OCT-2025,LEGACY_v1
6E385,PAT,PNQ,31/10/2025 23:00,31/10/2025 23:38,DLY,38,VT-A017,PAT-PNQ,OCT-2025,LEGACY_v1
6E8284,IXC,GAU,31/10/2025 11:15,31/10/2025 11:15,OK,0,VT-E002,IXC-GAU,OCT-2025,LEGACY_v1
6E6291,VNS,BHO,31/10/2025 05:30,31/10/2025 05:30,OK,0,VT-C012,VNS-BHO,OCT-2025,LEGACY_v1
6E6055,PNQ,BLR,31/10/2025 06:00,31/10/2025 06:55,DLY,55,VT-D034,PNQ-BLR,OCT-2025,LEGACY_v1
6E750,SXR,LKO,31/10/2025 18:15,N/A,CXL,,VT-A009,SXR-LKO,OCT-2025,LEGACY_v1
6E673,DEL,HYD,31/10/2025 07:15,31/10/2025 07:15,OK,0,VT-D053,DEL-HYD,OCT-2025,LEGACY_v1
6E8849,GAU,PNQ,31/10/2025 09:15,31/10/2025 09:57,DLY,42,VT-E047,GAU-PNQ,OCT-2025,LEGACY_v1
6E9171,JAI,VNS,31/10/2025 02:15,31/10/2025 02:15,OK,0,VT-B051,JAI-VNS,OCT-2025,LEGACY_v1
6E4400,GAU,DEL,31/10/2025 09:00,31/10/2025 09:00,OK,0,VT-B032,GAU-DEL,OCT-2025,LEGACY_v1
6E4005,IXB,MAA,31/10/2025 17:15,31/10/2025 17:15,OK,0,VT-E036,IXB-MAA,OCT-2025,LEGACY_v1
6E7358,SXR,GAU,31/10/2025 03:30,31/10/2025 03:30,OK,0,VT-E048,SXR-GAU,OCT-2025,LEGACY_v1
6E2777,HYD,BOM,31/10/2025 08:30,31/10/2025 08:30,OK,0,VT-C045,HYD-BOM,OCT-2025,LEGACY_v1
6E3748,LKO,BLR,31/10/2025 14:30,31/10/2025 14:30,OK,0,VT-D038,LKO-BLR,OCT-2025,LEGACY_v1
6E8832,MAA,SXR,31/10/2025 13:15,31/10/2025 13:15,OK,0,VT-C040,MAA-SXR,OCT-2025,LEGACY_v1
6E7021,ATQ,JAI,31/10/2025 16:15,31/10/2025 16:15,OK,0,VT-C024,ATQ-JAI,OCT-2025,LEGACY_v1
6E720,DEL,IXB,31/10/2025 23:45,31/10/2025 23:45,OK,0,VT-A035,DEL-IXB,OCT-2025,LEGACY_v1
6E8662,BHO,HYD,31/10/2025 09:15,31/10/2025 09:15,OK,0,VT-E039,BHO-HYD,OCT-2025,LEGACY_v1
6E1833,SXR,BLR,31/10/2025 22:00,31/10/2025 22:00,OK,0,VT-D033,SXR-BLR,OCT-2025,LEGACY_v1
6E5929,HYD,COK,31/10/2025 05:45,31/10/2025 05:45,OK,0,VT-A019,HYD-COK,OCT-2025,LEGACY_v1
6E6880,VNS,MAA,31/10/2025 02:45,31/10/2025 02:45,OK,0,VT-D041,VNS-MAA,OCT-2025,LEGACY_v1
6E7022,CCU,BHO,31/10/2025 15:45,31/10/2025 15:45,OK,0,VT-E001,CCU-BHO,OCT-2025,LEGACY_v1
6E9351,IXB,GAU,31/10/2025 02:30,31/10/2025 02:30,OK,0,VT-E003,IXB-GAU,OCT-2025,LEGACY_v1
6E5905,SXR,JAI,31/10/2025 05:15,31/10/2025 05:15,OK,0,VT-E018,SXR-JAI,OCT-2025,LEGACY_v1
6E5850,PNQ,VNS,31/10/2025 05:00,31/10/2025 05:00,OK,0,VT-D002,PNQ-VNS,OCT-2025,LEGACY_v1
6E4320,BOM,AMD,31/10/2025 16:00,31/10/2025 16:00,OK,0,VT-E021,BOM-AMD,OCT-2025,LEGACY_v1
6E3293,JAI,SXR,31/10/2025 13:00,31/10/2025 13:23,DLY,23,VT-C042,JAI-SXR,OCT-2025,LEGACY_v1
6E7631,BLR,IXB,31/10/2025 10:45,31/10/2025 11:37,DLY,52,VT-D051,BLR-IXB,OCT-2025,LEGACY_v1
6E265,SXR,CCU,31/10/2025 08:30,31/10/2025 08:30,OK,0,VT-C027,SXR-CCU,OCT-2025,LEGACY_v1
6E4872,PAT,SXR,31/10/2025 12:30,31/10/2025 12:30,OK,0,VT-E022,PAT-SXR,OCT-2025,LEGACY_v1
6E9500,DEL,CCU,31/10/2025 03:15,31/10/2025 03:15,OK,0,VT-D005,DEL-CCU,OCT-2025,LEGACY_v1
6E9524,IXC,JAI,31/10/2025 14:15,31/10/2025 14:15,OK,0,VT-D051,IXC-JAI,OCT-2025,LEGACY_v1
6E6820,BLR,SXR,31/10/2025 09:15,N/A,DIV,,VT-B021,BLR-SXR,OCT-2025,LEGACY_v1
